"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"10034","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","34","Local variable 'bufferedReader' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10035","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","36","Found 'DD'-anomaly for variable 'str' (lines '36'-'37').","Controversial Rules","DataflowAnomalyAnalysis"
"10036","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","37","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"10037","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","37","Found 'DU'-anomaly for variable 'str' (lines '37'-'49').","Controversial Rules","DataflowAnomalyAnalysis"
"10038","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","44","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"10039","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","44","Found 'DU'-anomaly for variable 'inputStream' (lines '44'-'49').","Controversial Rules","DataflowAnomalyAnalysis"
"10040","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","46","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"10041","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","51","Parameter 'source' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10042","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","52","Found 'DD'-anomaly for variable 'result' (lines '52'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"10043","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","56","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"10044","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","61","Parameter 'source' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10045","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","62","Found 'DD'-anomaly for variable 'dst' (lines '62'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"10046","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","5","64","Found 'DD'-anomaly for variable 'requestUrl' (lines '64'-'66').","Controversial Rules","DataflowAnomalyAnalysis"
"10047","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","74","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"10048","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","77","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"10049","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/BaiduTranslateService.java","3","82","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10050","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"10051","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","58","The class 'WechatService' has a Cyclomatic Complexity of 8 (Highest = 22).","Code Size Rules","CyclomaticComplexity"
"10052","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","61","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"10053","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","64","Avoid excessively long variable names like autoResponseService","Naming Rules","LongVariable"
"10054","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","64","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"10055","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","67","Avoid excessively long variable names like textTemplateService","Naming Rules","LongVariable"
"10056","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","67","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"10057","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","70","Avoid excessively long variable names like newsTemplateService","Naming Rules","LongVariable"
"10058","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","70","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"10059","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","73","Avoid excessively long variable names like receiveTextService","Naming Rules","LongVariable"
"10060","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","73","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"10061","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","85","Avoid excessively long variable names like weixinExpandconfigService","Naming Rules","LongVariable"
"10062","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","105","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"10063","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","105","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10064","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","105","The method 'coreService' has a Cyclomatic Complexity of 22.","Code Size Rules","CyclomaticComplexity"
"10065","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","105","The method coreService() has an NCSS line count of 106","Code Size Rules","NcssMethodCount"
"10066","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","106","Found 'DD'-anomaly for variable 'respMessage' (lines '106'-'138').","Controversial Rules","DataflowAnomalyAnalysis"
"10067","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","108","Found 'DU'-anomaly for variable 'respContent' (lines '108'-'238').","Controversial Rules","DataflowAnomalyAnalysis"
"10068","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","108","Local variable 'respContent' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10069","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","110","Local variable 'requestMap' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10070","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","112","Local variable 'fromUserName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10071","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","114","Local variable 'toUserName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10072","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","116","Local variable 'msgType' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10073","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","129","Found 'DU'-anomaly for variable 'bundler' (lines '129'-'238').","Controversial Rules","DataflowAnomalyAnalysis"
"10074","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","135","The String literal 'text' appears 6 times in this file; the first occurrence is on line 135","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10075","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'142').","Controversial Rules","DataflowAnomalyAnalysis"
"10076","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'147').","Controversial Rules","DataflowAnomalyAnalysis"
"10077","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'151').","Controversial Rules","DataflowAnomalyAnalysis"
"10078","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'155').","Controversial Rules","DataflowAnomalyAnalysis"
"10079","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'159').","Controversial Rules","DataflowAnomalyAnalysis"
"10080","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'164').","Controversial Rules","DataflowAnomalyAnalysis"
"10081","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'190').","Controversial Rules","DataflowAnomalyAnalysis"
"10082","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'193').","Controversial Rules","DataflowAnomalyAnalysis"
"10083","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DD'-anomaly for variable 'respMessage' (lines '138'-'229').","Controversial Rules","DataflowAnomalyAnalysis"
"10084","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","138","Found 'DU'-anomaly for variable 'respMessage' (lines '138'-'238').","Controversial Rules","DataflowAnomalyAnalysis"
"10085","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","140","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"10086","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","144","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"10087","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","148","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"10088","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","152","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"10089","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","156","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"10090","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","170","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"10091","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","170","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"10092","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","175","The String literal 'EventKey' appears 4 times in this file; the first occurrence is on line 175","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10093","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","196","Avoid variables with short names like yw","Naming Rules","ShortVariable"
"10094","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","210","System.out.print is used","Java Logging Rules","SystemPrintln"
"10095","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","234","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"10096","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","236","System.out.print is used","Java Logging Rules","SystemPrintln"
"10097","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","241","StringBuffer constructor is initialized with size 16, but has at least 137 characters appended.","String and StringBuffer Rules","InsufficientStringBufferDeclaration"
"10098","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","242","StringBuffer.append is called 19 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"10099","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","243","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"10100","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","244","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"10101","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","245","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"10102","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","247","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"10103","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","248","Avoid appending characters as strings in StringBuffer.append.","String and StringBuffer Rules","AppendCharacterWithChar"
"10104","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","255","Parameter 'content' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10105","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","255","Parameter 'toUsername' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10106","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","263","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"10107","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","266","Avoid variables with short names like kw","Naming Rules","ShortVariable"
"10108","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","271","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"10109","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"10110","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"10111","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","Parameter 'bundler' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10112","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","Parameter 'content' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10113","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","The method 'doTextResponse' has a Cyclomatic Complexity of 18.","Code Size Rules","CyclomaticComplexity"
"10114","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","278","The method doTextResponse() has an NPath complexity of 252","Code Size Rules","NPathComplexity"
"10115","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","279","Avoid reassigning parameters such as 'respMessage'","Design Rules","AvoidReassigningParameters"
"10116","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","279","Avoid reassigning parameters such as 'respMessage'","Design Rules","AvoidReassigningParameters"
"10117","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","279","Avoid reassigning parameters such as 'respMessage'","Design Rules","AvoidReassigningParameters"
"10118","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","279","Avoid reassigning parameters such as 'respMessage'","Design Rules","AvoidReassigningParameters"
"10119","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","2","279","Avoid reassigning parameters such as 'respMessage'","Design Rules","AvoidReassigningParameters"
"10120","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","280","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10121","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","280","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10122","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","283","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"10123","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","283","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"10124","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","298","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"10125","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","314","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"10126","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","321","The String literal 'news' appears 8 times in this file; the first occurrence is on line 321","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10127","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","324","The String literal 'newsTemplate.id' appears 4 times in this file; the first occurrence is on line 324","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10128","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","328","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"10129","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","330","The String literal 'domain' appears 8 times in this file; the first occurrence is on line 330","String and StringBuffer Rules","AvoidDuplicateLiterals"
"10130","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","331","Found 'DD'-anomaly for variable 'url' (lines '331'-'333').","Controversial Rules","DataflowAnomalyAnalysis"
"10131","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","331","Found 'DD'-anomaly for variable 'url' (lines '331'-'335').","Controversial Rules","DataflowAnomalyAnalysis"
"10132","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","355","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"10133","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","385","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"10134","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","385","Avoid unused method parameters such as 'msgId'.","Unused Code Rules","UnusedFormalParameter"
"10135","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","385","Avoid unused method parameters such as 'msgType'.","Unused Code Rules","UnusedFormalParameter"
"10136","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","385","Avoid unused method parameters such as 'request'.","Unused Code Rules","UnusedFormalParameter"
"10137","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","387","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10138","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","387","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10139","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","389","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"10140","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","402","Found 'DU'-anomaly for variable 'newsTemplate' (lines '402'-'430').","Controversial Rules","DataflowAnomalyAnalysis"
"10141","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","405","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"10142","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","408","Found 'DD'-anomaly for variable 'url' (lines '408'-'410').","Controversial Rules","DataflowAnomalyAnalysis"
"10143","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","408","Found 'DD'-anomaly for variable 'url' (lines '408'-'412').","Controversial Rules","DataflowAnomalyAnalysis"
"10144","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","410","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"10145","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","432","Avoid unused method parameters such as 'respContent'.","Unused Code Rules","UnusedFormalParameter"
"10146","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","437","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"10147","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","450","Found 'DU'-anomaly for variable 'newsTemplate' (lines '450'-'505').","Controversial Rules","DataflowAnomalyAnalysis"
"10148","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","453","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"10149","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","456","Found 'DD'-anomaly for variable 'url' (lines '456'-'458').","Controversial Rules","DataflowAnomalyAnalysis"
"10150","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","456","Found 'DD'-anomaly for variable 'url' (lines '456'-'460').","Controversial Rules","DataflowAnomalyAnalysis"
"10151","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","458","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"10152","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","482","Substitute calls to size() == 0 (or size() != 0) with calls to isEmpty()","Design Rules","UseCollectionIsEmpty"
"10153","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","507","Avoid unused method parameters such as 'respContent'.","Unused Code Rules","UnusedFormalParameter"
"10154","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","509","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10155","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","509","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"10156","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","525","Found 'DU'-anomaly for variable 'newsTemplate' (lines '525'-'560').","Controversial Rules","DataflowAnomalyAnalysis"
"10157","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","528","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"10158","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","531","Found 'DD'-anomaly for variable 'url' (lines '531'-'533').","Controversial Rules","DataflowAnomalyAnalysis"
"10159","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","5","531","Found 'DD'-anomaly for variable 'url' (lines '531'-'535').","Controversial Rules","DataflowAnomalyAnalysis"
"10160","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","533","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"10161","weixin.guanjia.core.service.impl","src/weixin/guanjia/core/service/impl/WechatService.java","3","595","Consider simply returning the value vs storing it in local variable 'html'","Design Rules","UnnecessaryLocalBeforeReturn"
"10162","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","23","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"10163","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","1","24","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"10164","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","29","Parameter 'accessKey' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10165","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","30","Parameter 'bucket' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10166","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","30","Parameter 'object' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10167","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","30","Parameter 'secretKey' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10168","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","30","Parameter 'uploadFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"10169","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","36","Local variable 'fileContent' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10170","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","37","Local variable 'objectMetadata' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10171","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","40","Local variable 'request' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10172","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","43","Local variable 'result' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10173","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","52","Local variable 'listBucketRequest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"10174","weixin.guanjia.core.util","src/weixin/guanjia/core/util/BCSUtil.java","3","92","Avoid variables with short names like in","Naming Rules","ShortVariable"
"10175","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","26","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"10176","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","27","Avoid excessively long variable names like RESP_MESSAGE_TYPE_TEXT","Naming Rules","LongVariable"
"10177","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","28","Avoid excessively long variable names like RESP_MESSAGE_TYPE_MUSIC","Naming Rules","LongVariable"
"10178","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","29","Avoid excessively long variable names like RESP_MESSAGE_TYPE_NEWS","Naming Rules","LongVariable"
"10179","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","30","Avoid excessively long variable names like REQ_MESSAGE_TYPE_TEXT","Naming Rules","LongVariable"
"10180","weixin.guanjia.core.util","src/weixin/guanjia/core/util/MessageUtil.java","3","31","Avoid excessively long variable names like REQ_MESSAGE_TYPE_IMAGE","Naming Rules","LongVariable"
